,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
13,Don't Matter,Konvicted,Akon,2006-01-01,293053,66,0.798,0.244,0.798,0.443,0.0,0.326,-6.062,0.0403,125.232,4
14,Bleeding Love,Spirit,Leona Lewis,2007,262466,77,0.638,0.188,0.638,0.656,0.0,0.146,-5.886,0.0357,104.036,4
15,Mad,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,254533,63,0.727,0.661,0.727,0.649,0.0,0.111,-5.356,0.0338,129.992,4
16,Closer,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,234360,60,0.711,0.028,0.711,0.753,2.96e-05,0.152,-6.461,0.0766,126.051,4
17,Miss Independent,Year Of The Gentleman (Bonus Track Edition),Ne-Yo,2008-01-01,232000,70,0.673,0.522,0.673,0.683,0.0,0.235,-5.693,0.115,171.86,4
18,Beautiful Soul - Radio Edit,00s & 10s Classics,Various Artists,2019-12-06,198293,44,0.654,0.0778,0.654,0.647,0.0,0.0323,-4.354,0.0469,89.988,4
19,Insomnia,Rewind - The Collection,Craig David,2017-03-03,207306,61,0.62,0.00595,0.62,0.884,1.1e-06,0.201,-4.127,0.0441,125.39,4
20,A Thousand Miles,Be Not Nobody,Vanessa Carlton,2002-04-30,237493,76,0.56,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,4
21,Breakeven,The Script,The Script,2008-07-14,261426,75,0.63,0.144,0.63,0.696,0.0,0.0835,-4.501,0.0242,94.034,4
22,Little Wonders,Little Wonders,Rob Thomas,2007-01-01,224720,57,0.163,0.0286,0.163,0.616,0.0,0.0826,-9.996,0.044,81.993,4
23,"Hey, Soul Sister","Save Me, San Francisco (Golden Gate Edition)",Train,2010-12-01,216773,83,0.673,0.185,0.673,0.886,0.0,0.0826,-4.44,0.0431,97.012,4
24,Replay,Replay,Iyaz,2009-08-11,182306,73,0.706,0.173,0.706,0.751,0.0,0.168,-6.323,0.0708,91.031,4
25,Low (feat. T-Pain),Mail on Sunday,Flo Rida,2008-03-17,231400,82,0.918,0.0928,0.918,0.609,0.0,0.139,-5.64,0.0791,128.008,4
26,Better in Time,Spirit,Leona Lewis,2007,234173,70,0.584,0.512,0.584,0.7,2.43e-05,0.13,-4.251,0.0506,163.953,4
27,Pyramid (feat. Iyaz),Charice,Charice,2010-05-07,235946,57,0.562,0.268,0.562,0.659,0.0,0.133,-5.234,0.0824,87.539,4
28,Love Like This (feat. Sean Kingston),Pocketful Of Sunshine,Natasha Bedingfield,2007-04-27,222293,58,0.781,0.145,0.781,0.791,0.0,0.127,-3.903,0.0468,76.998,4
29,Beautiful Girls,Beautiful Girls,Sean Kingston,2007-07-23,225373,80,0.762,0.15,0.762,0.661,0.0,0.256,-6.075,0.0687,130.009,4
30,Glamorous,The Dutchess,Fergie,2006-01-01,246573,70,0.81,0.288,0.81,0.755,0.0,0.0857,-6.408,0.201,130.99,4
31,Don't Cha,PCD,The Pussycat Dolls,2005-01-01,272080,67,0.877,0.00516,0.877,0.637,2.5e-06,0.0959,-3.493,0.101,119.988,4
32,Please Don't Go,31 Minutes to Takeoff,Mike Posner,2010-08-09,196813,72,0.699,0.00296,0.699,0.882,0.0544,0.13,-3.896,0.0311,120.016,4
33,Good Life,Waking Up,OneRepublic,2009-01-01,253306,73,0.634,0.0771,0.634,0.69,0.0,0.132,-7.804,0.052,94.988,4
34,Move Along,Move Along,The All-American Rejects,2005-01-01,238880,68,0.518,0.000148,0.518,0.916,0.0,0.291,-3.858,0.0454,109.864,4
35,Yellow,Parachutes,Coldplay,2000-07-10,266773,87,0.429,0.00239,0.429,0.661,0.000121,0.234,-7.227,0.0281,173.372,4
36,Rock Your Body,Justified,Justin Timberlake,2002-11-04,267266,78,0.892,0.201,0.892,0.714,0.000234,0.0521,-6.055,0.141,100.972,4
37,Promiscuous,Loose,Nelly Furtado,2006-01-01,242293,83,0.808,0.0569,0.808,0.97,6.13e-05,0.154,-6.098,0.0506,114.328,4
38,The Sweet Escape,The Sweet Escape,Gwen Stefani,2006-01-01,246466,72,0.756,0.191,0.756,0.77,0.0,0.178,-3.502,0.0343,119.961,4
39,Hollaback Girl,Love Angel Music Baby (Deluxe Version),Gwen Stefani,2004-11-23,199853,70,0.926,0.35,0.926,0.916,6.17e-06,0.0234,-2.221,0.0929,110.007,4
40,My Love (feat. T.I.),FutureSex/LoveSounds Deluxe Edition,Justin Timberlake,2006-09-13,276160,73,0.771,0.277,0.771,0.68,1.18e-05,0.682,-5.881,0.224,119.952,4
41,Get Up (feat. Chamillionaire),The Evolution,Ciara,2006,261880,59,0.964,0.0248,0.964,0.595,5.14e-06,0.0405,-6.887,0.109,128.593,4
42,Say It Right,Loose,Nelly Furtado,2006-01-01,223080,76,0.872,0.0476,0.872,0.872,0.00112,0.0543,-6.328,0.139,116.948,4
43,Carry Out (Featuring Justin Timberlake),Shock Value II,Timbaland,2009-01-01,232466,66,0.531,0.114,0.531,0.574,0.0308,0.256,-6.693,0.113,115.68,5
44,The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,309600,84,0.557,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,4
45,The Way I Are,Shock Value,Timbaland,2007-01-01,179120,78,0.731,0.181,0.731,0.807,0.751,0.319,-6.492,0.1,114.759,4
46,Apologize,Shock Value,Timbaland,2007-01-01,184400,75,0.653,0.0292,0.653,0.604,0.0,0.097,-6.017,0.0278,118.016,4
47,If We Ever Meet Again (Featuring Katy Perry),Shock Value II,Timbaland,2009-01-01,292706,68,0.652,0.00481,0.652,0.605,0.0,0.0605,-7.371,0.0393,126.091,4
48,Moment 4 Life,Pink Friday,Nicki Minaj,2010-01-01,279306,70,0.475,0.406,0.475,0.882,0.0,0.241,-3.883,0.351,98.001,4
49,Don't Stop The Music,Good Girl Gone Bad,Rihanna,2007-01-01,267080,65,0.835,0.0336,0.835,0.669,6.92e-05,0.0535,-5.582,0.0643,122.668,4
50,Toxic,In The Zone,Britney Spears,2003-11-13,198800,82,0.774,0.0249,0.774,0.838,0.025,0.242,-3.914,0.114,143.04,4
51,Champagne Life,Libra Scale,Ne-Yo,2010-01-01,323933,52,0.616,0.143,0.616,0.741,0.0,0.347,-4.155,0.131,193.069,3
52,Green Light (feat. André 3000),Evolver,John Legend,2008-10-27,284186,59,0.622,0.0912,0.622,0.882,0.0,0.216,-5.59,0.119,77.506,4
53,Pon de Replay,Music Of The Sun,Rihanna,2005-08-29,246960,78,0.779,0.000155,0.779,0.64,0.00077,0.101,-8.415,0.159,99.019,4
54,Good Girls Go Bad (feat. Leighton Meester),Hot Mess,Cobra Starship,2009-07-07,196413,67,0.594,0.0116,0.594,0.874,0.0,0.549,-3.716,0.0815,119.964,4
55,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,This Is Me...Then,Jennifer Lopez,2002-11-19,187840,66,0.844,0.00833,0.844,0.754,3.42e-06,0.0575,-5.46,0.207,100.002,4
0,Wockhardt,Merry Wickmas,Shawny Binladen,2020-12-24,131183,45,0.809,0.0552,0.809,0.813,4.75e-06,0.268,-6.15,0.261,107.381,5
1,Goodums,Goodums,Unknown T,2021-06-25,195389,49,0.54,0.159,0.54,0.541,3.26e-06,0.115,-6.261,0.715,51.833,3
2,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,80,0.493,0.269,0.493,0.653,0.0,0.511,-5.666,0.0466,142.347,4
3,You Right,Planet Her,Doja Cat,2021-06-25,186173,87,0.828,0.0164,0.828,0.621,0.00233,0.0845,-6.414,0.0565,128.986,4
5,You're Still the One,Reckless Abandon,Sidibe,2019-07-12,226712,0,0.511,0.782,0.511,0.465,5.61e-06,0.0858,-7.986,0.0301,71.026,4
6,The Moon,The Moon,Naomi Sharon,2019-04-18,242023,29,0.704,0.751,0.704,0.454,0.0386,0.17,-8.887,0.0462,132.17,4
7,Good Thing (with Kehlani),Good Thing (with Kehlani),Zedd,2019-09-27,210901,71,0.693,0.399,0.693,0.564,0.0,0.0409,-3.857,0.0378,185.913,3
8,Good Form,Queen,Nicki Minaj,2018-08-10,199400,61,0.88,0.113,0.88,0.775,0.00264,0.0943,-5.133,0.0953,96.503,4
9,Been Through That,Been Through That,Majid Jordan,2021-06-18,194666,58,0.723,0.0097,0.723,0.574,0.0,0.0862,-5.926,0.0372,93.955,4
10,everything matters (when it comes to you),album1,San Holo,2018-09-21,336445,40,0.528,0.24,0.528,0.685,1.78e-05,0.165,-6.087,0.0444,128.083,4
11,Need It (feat. YoungBoy Never Broke Again),Culture III,Migos,2021-06-11,195680,67,0.852,0.0311,0.852,0.747,0.0,0.0789,-3.666,0.169,148.005,4
12,What You See (feat. Justin Bieber),Culture III,Migos,2021-06-11,179652,60,0.701,0.0841,0.701,0.798,0.0,0.13,-5.123,0.0584,77.516,4
13,Relaxin',Relaxin',Mundane,2021-05-31,284088,0,0.95,0.017,0.95,0.209,4.08e-05,0.11,-16.129,0.501,121.982,4
14,GANGSTA PARTY,Duke Nukem,Duke Deuce,2021-02-26,149787,60,0.9,0.0706,0.9,0.578,0.0,0.184,-7.249,0.222,141.013,4
15,Gordon R Freestyle,Gordon R Freestyle,Remble,2021-02-19,125200,60,0.729,0.418,0.729,0.54,0.0,0.154,-11.342,0.481,122.55,5
16,Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),Trippie Redd,2021-05-07,236883,82,0.584,0.0144,0.584,0.859,0.0,0.847,-5.616,0.121,77.005,4
17,What These Bitches Want,...And Then There Was X,DMX,1999-12-21,253040,60,0.672,0.106,0.672,0.837,0.0,0.194,-5.947,0.315,167.289,4
18,Proud of You (feat. Lil Uzi Vert & Yung Kayo),Slime Language 2,Young Stoner Life,2021-04-16,211733,61,0.848,0.0208,0.848,0.451,0.0,0.194,-7.539,0.228,135.941,4
19,Self!,Self!,Isaia Huron,2021-03-16,230000,52,0.76,0.145,0.76,0.625,0.0463,0.104,-6.82,0.0575,133.994,4
20,Rice & Gravy,Rice & Gravy,Smino,2021-05-18,197142,54,0.737,0.139,0.737,0.486,2.52e-05,0.133,-9.333,0.244,157.074,4
21,West Like (feat. Kalan.FrFr),West Like (feat. Kalan.FrFr),Destiny Rogers,2021-05-28,181141,54,0.726,0.0325,0.726,0.632,0.0,0.633,-6.739,0.0424,99.948,4
22,38 Heights,Realer,YoungBoy Never Broke Again,2018-12-20,161239,52,0.787,0.0442,0.787,0.628,0.0,0.113,-7.292,0.129,117.468,5
23,<3 Turned Chrome,<3 Turned Chrome,Mundane,2021-05-13,134903,0,0.71,0.582,0.71,0.279,0.0,0.086,-16.506,0.0638,114.11,4
24,LEMONHEAD (feat. 42 Dugg),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,130979,72,0.62,0.155,0.62,0.586,0.0,0.535,-6.612,0.212,137.131,4
25,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,146419,75,0.827,0.0195,0.827,0.571,0.0,0.166,-7.949,0.366,142.034,4
26,BOI,BOI,Cash Cobain,2021-06-08,123877,16,0.766,0.177,0.766,0.666,0.000558,0.132,-6.074,0.267,77.496,4
27,Safaera,YHLQMDLG,Bad Bunny,2020-02-29,295176,80,0.607,0.0103,0.607,0.829,0.0,0.107,-4.074,0.379,96.172,4
28,Breeze,Breeze,Naomi Sharon,2019-08-08,192739,44,0.67,0.722,0.67,0.491,0.00374,0.114,-7.999,0.0378,77.021,4
29,Rain,Rain,Aitch,2020-03-05,183065,46,0.871,0.0262,0.871,0.87,1.98e-06,0.109,-4.797,0.202,150.147,4
30,SANJI,SANJI,Cochise,2021-04-21,135256,29,0.704,0.00998,0.704,0.581,0.0,0.155,-10.044,0.356,163.959,4
31,Hell Shell,Nudy Land,Young Nudy,2017-09-13,162526,78,0.853,0.000909,0.853,0.514,0.0222,0.185,-5.445,0.246,129.963,4
32,I Like Dat,I Like Dat,T-Pain,2021-05-14,242085,72,0.565,0.0049,0.565,0.491,0.0,0.137,-6.902,0.221,175.694,4
33,Cherries,Girl Eats Sun,Hope Tala,2020-11-13,183769,57,0.795,0.0192,0.795,0.693,0.00125,0.0719,-6.737,0.0982,89.951,4
34,4 Thangs (feat. Big Sean & Hit-Boy),4 Thangs (feat. Big Sean & Hit-Boy),Freddie Gibbs,2020-10-30,104911,66,0.813,0.0547,0.813,0.557,0.0,0.128,-6.655,0.133,83.012,4
35,Hotline Bling,Views,Drake,2016-05-06,267066,78,0.891,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4
36,One Dance,Views,Drake,2016-05-06,173986,84,0.792,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
37,Blem,More Life,Drake,2017-03-18,216557,64,0.726,0.0533,0.726,0.535,1.38e-05,0.0984,-7.804,0.0476,98.067,4
38,Controlla,Views,Drake,2016-05-06,245226,73,0.59,0.0789,0.59,0.468,0.0,0.101,-11.083,0.185,92.287,4
39,Seeing Green (with Drake & Lil Wayne),Beam Me Up Scotty,Nicki Minaj,2021-05-14,339506,71,0.573,0.0853,0.573,0.867,0.0,0.38,-2.876,0.168,74.861,4
40,Touch You,Touch You,Roy Woods,2021-06-04,158737,60,0.785,0.695,0.785,0.342,0.0,0.111,-7.755,0.0537,102.986,4
41,Sky,Whole Lotta Red,Playboi Carti,2020-12-25,193234,87,0.785,0.258,0.785,0.903,0.0,0.169,-4.184,0.21,139.98,4
42,Over,Whole Lotta Red,Playboi Carti,2020-12-25,166234,69,0.622,0.044,0.622,0.946,0.0,0.0838,-3.593,0.0534,130.07,4
43,ILoveUIHateU,Whole Lotta Red,Playboi Carti,2020-12-25,135122,75,0.684,0.00534,0.684,0.693,0.0,0.506,-6.651,0.0339,134.988,4
44,Switching Lanes (feat. Playboi Carti),The Life Of Pi'erre 5,Pi’erre Bourne,2021-06-11,190097,67,0.458,0.408,0.458,0.506,0.0,0.347,-9.596,0.2,163.028,4
45,Wasting Time ( feat. Drake & The Neptunes ),Wasting Time ( feat. Drake & The Neptunes ),Brent Faiyaz,2021-07-01,301304,74,0.443,0.0669,0.443,0.72,0.0,0.0909,-3.743,0.0733,89.378,4
46,EA (feat. 21 Savage),SlimeBall 2,Young Nudy,2017-08-11,227175,71,0.451,0.261,0.451,0.876,0.0,0.098,-5.205,0.414,87.306,5
48,Kelly Price (feat. Travis Scott),Culture,Migos,2017-01-27,363934,63,0.745,0.53,0.745,0.685,0.0,0.176,-5.7,0.0313,121.977,4
49,Never Catch Me,You're Dead!,Flying Lotus,2014-10-06,234486,59,0.526,0.316,0.526,0.936,0.000384,0.261,-4.576,0.263,81.305,4
0,Good Morning,Pegasus,Trippie Redd,2020-10-30,201381,48,0.768,0.553,0.768,0.646,7.82e-06,0.218,-7.436,0.102,143.047,4
1,PULL UP,PRINCESS,ABRA,2016-07-15,178906,53,0.787,0.016,0.787,0.492,0.8,0.0824,-8.537,0.0516,119.991,4
2,Dance,Dance,Sonny Digital,2021-03-05,249360,42,0.699,0.173,0.699,0.686,0.0121,0.0998,-5.211,0.0343,115.999,4
3,Caretaker (feat. SZA),Gahdamn!,Shelley FKA DRAM,2015-10-23,171373,58,0.614,0.78,0.614,0.275,0.0,0.119,-12.804,0.186,130.664,4
4,fue mejor,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,2020-12-04,228602,67,0.684,0.607,0.684,0.35,0.0,0.426,-9.399,0.0495,103.951,4
5,Crew Love,Take Care (Deluxe),Drake,2011-11-15,208813,70,0.418,0.227,0.418,0.546,0.0,0.229,-9.057,0.238,160.152,4
6,Just a waste,Just a waste,PinkPantheress,2021-02-05,127406,46,0.743,0.247,0.743,0.67,0.0125,0.0498,-9.34,0.0598,108.112,4
7,HUNNIDDOLLA,HUNNIDDOLLA,MadeinTYO,2021-02-19,136150,74,0.49,0.142,0.49,0.449,0.856,0.13,-12.361,0.259,119.847,4
8,Nothin' 2 Somethin',Nothin' 2 Somethin',Blxst,2018-12-07,160026,54,0.632,0.467,0.632,0.44,0.0,0.651,-6.602,0.485,127.626,4
9,Girl Like You,Boo Boo,Toro y Moi,2017-07-07,223773,28,0.629,0.35,0.629,0.823,0.039,0.0801,-5.744,0.0597,169.961,4
10,Girls Like You,All I Want Is You,Miguel,2010-11-26,203680,46,0.512,0.000871,0.512,0.718,3.71e-05,0.0917,-6.795,0.118,167.72,4
11,Relapse,Berhana,Berhana,2016-07-21,137138,24,0.154,0.79,0.154,0.309,0.933,0.144,-17.95,0.0445,73.385,3
12,Lost In The World,My Beautiful Dark Twisted Fantasy,Kanye West,2010-11-22,256586,64,0.608,0.115,0.608,0.746,0.0087,0.427,-5.249,0.184,117.072,4
13,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Featuring Ty Dolla $ign,Ty Dolla $ign,2020-10-23,231620,44,0.812,0.0675,0.812,0.6,0.0,0.582,-5.911,0.123,111.048,4
0,Scarface,Scarface,Mundane,2021-04-04,107389,0,0.651,0.038,0.651,0.556,0.0,0.284,-11.75,0.0361,143.947,4
1,Technically,Technically,Teezo Touchdown,2021-02-10,145873,47,0.69,0.0818,0.69,0.429,0.000446,0.0977,-10.366,0.0333,133.981,4
2,4U,4U,Pi’erre Bourne,2021-04-02,218000,53,0.63,0.196,0.63,0.487,0.00316,0.133,-10.488,0.0531,108.753,4
3,Play Your Part,Play Your Part,Mooski,2019-07-16,252239,30,0.774,0.607,0.774,0.369,0.0,0.171,-10.803,0.341,160.002,4
4,Track Star,Track Star,Mooski,2021-02-09,199706,69,0.641,0.381,0.641,0.598,0.0,0.0921,-5.7,0.324,131.459,5
5,I Luv Your Girl,Lovehate,The-Dream,2007-01-01,267866,62,0.723,0.014,0.723,0.322,0.0,0.119,-9.702,0.0341,90.063,4
6,Honey,Honey,Kehlani,2017-10-06,199209,70,0.606,0.772,0.606,0.24,0.0,0.0819,-7.102,0.0369,96.792,4
7,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,88,0.586,0.182,0.586,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
8,Talk To Me,The Truth Hurts,Drakeo the Ruler,2021-02-24,227705,68,0.773,0.24,0.773,0.281,0.0,0.112,-9.781,0.11,102.019,4
9,On One (feat. Freddie Gibbs),Overgrown,Joyce Wrice,2021-03-19,203159,52,0.683,0.312,0.683,0.669,0.0,0.266,-5.276,0.365,91.05,4
10,Lemon Pepper Freestyle (feat. Rick Ross),Scary Hours 2,Drake,2021-03-05,383036,73,0.77,0.103,0.77,0.637,0.0,0.171,-5.53,0.345,94.966,4
11,Slide (with Gunna),Now or Never,Coi Leray,2020-08-14,208822,59,0.692,0.526,0.692,0.464,0.0,0.106,-7.004,0.0422,96.899,4
12,Bape,Flawless,Baby Smoove,2019-04-13,168751,47,0.731,0.391,0.731,0.523,0.283,0.118,-9.365,0.139,122.786,5
13,Blow a Bag,Fashion Lessons,Khalil.Lifestyle,2020-07-01,122415,0,0.528,0.0621,0.528,0.868,0.0,0.393,-2.977,0.218,129.989,4
0,Been Turnt,Young & Turnt 2,42 Dugg,2020-03-27,119409,54,0.924,0.00105,0.924,0.571,0.0,0.0626,-4.341,0.325,129.975,4
1,Body Count (feat. King Von & G Herbo),Beyond Bulletproof,Mozzy,2020-05-01,243530,59,0.815,0.105,0.815,0.673,0.0,0.0894,-6.195,0.354,144.19,4
2,ALL I NEED (feat. Drake),FIXTAPE,Popcaan,2020-08-07,177898,57,0.573,0.0675,0.573,0.427,9.25e-05,0.101,-9.0,0.05,91.405,4
3,12 O'Clock (feat. Jacquees),Mr. Hood,Ace Hood,2020-05-29,234019,53,0.844,0.069,0.844,0.414,1.17e-06,0.174,-9.643,0.0839,133.036,4
6,Free Merey,Free Merey,42 Dugg,2020-08-21,137333,44,0.868,0.4,0.868,0.612,0.0,0.0462,-8.782,0.272,90.11,4
7,Pass The Water,Just Cause Y'all Waited 2 (Deluxe),Lil Durk,2020-06-26,120832,13,0.682,0.00305,0.682,0.728,0.0,0.275,-5.545,0.315,159.846,4
8,Get Money,My Turn (Deluxe),Lil Baby,2020-05-01,167915,54,0.559,0.0342,0.559,0.684,0.0,0.162,-6.009,0.232,150.059,4
0,Don't Forget,Just for Clarity,Blxst,2021-03-12,164241,56,0.69,0.589,0.69,0.517,0.0,0.354,-4.777,0.425,114.775,3
1,Jacuzzi,Jacuzzi,Ash,2020-09-08,152762,10,0.82,0.421,0.82,0.49,0.00793,0.1,-6.878,0.0482,157.047,4
2,What’s Next,Scary Hours 2,Drake,2021-03-05,178153,79,0.781,0.0136,0.781,0.594,0.0,0.162,-6.959,0.0485,129.895,4
3,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,84,0.578,0.0618,0.578,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
5,Show U Off,Show U Off,Brent Faiyaz,2021-03-12,251132,61,0.583,0.643,0.583,0.405,0.00391,0.108,-11.295,0.0534,84.997,4
6,So Lonely (feat. Shordie Shordie),Beyond Bulletproof,Mozzy,2020-05-01,204196,54,0.534,0.35,0.534,0.555,0.0,0.327,-7.013,0.291,71.763,1
7,Solstice,Solstice,Yeek,2018-08-24,151962,45,0.89,0.392,0.89,0.501,0.075,0.0895,-7.24,0.0465,106.97,4
8,Dark Room,Aria,Larrenwong,2017-05-24,161032,6,0.454,0.0758,0.454,0.845,0.00697,0.31,-10.563,0.37,154.852,4
9,Same Niggas,Memory Lane,Shordie Shordie,2021-02-26,138680,47,0.616,0.0532,0.616,0.672,0.0,0.351,-7.115,0.105,155.086,4
0,Peng Black Girls Remix,Peng Black Girls Remix,ENNY,2020-12-01,206000,62,0.69,0.0271,0.69,0.568,0.0,0.124,-8.658,0.228,137.076,4
2,Come Together,Hive Mind,The Internet,2018-07-20,220586,49,0.684,0.363,0.684,0.564,0.332,0.118,-8.45,0.0432,96.357,4
3,Stay Flo,When I Get Home,Solange,2019-03-01,175706,62,0.823,0.397,0.823,0.558,2.03e-05,0.0821,-7.119,0.0278,155.974,4
4,Jumping Off the Moon,Jumping Off the Moon,Mac Ayres,2019-05-31,292152,38,0.586,0.246,0.586,0.729,0.000235,0.314,-6.806,0.287,79.888,4
5,Childs Play (feat. Chance the Rapper),Z,SZA,2014-04-08,216234,64,0.759,0.775,0.759,0.342,0.0,0.112,-9.044,0.0406,99.995,4
6,All Your Love,All Your Love,Jakob,2017-01-27,175241,60,0.568,0.293,0.568,0.587,0.329,0.137,-8.814,0.127,174.682,4
7,Baby Blue,6 Feet Beneath The Moon,King Krule,2013-08-24,215506,0,0.468,0.613,0.468,0.331,0.00108,0.129,-11.052,0.036,102.448,4
8,Like I Want You,Like I Want You,Giveon,2019-11-21,260521,54,0.691,0.755,0.691,0.354,7.39e-05,0.115,-7.74,0.0617,119.843,3
11,Lights Up,Fine Line,Harry Styles,2019-12-13,172213,78,0.575,0.0392,0.575,0.621,0.0045,0.141,-8.165,0.032,101.987,4
12,"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",Floor Seats,A$AP Ferg,2019-08-16,222986,75,0.737,0.292,0.737,0.597,0.0,0.13,-7.333,0.119,92.049,4
0,B.B. King Freestyle (with Drake),B.B. King Freestyle,Lil Wayne,2020-11-30,222801,63,0.664,0.455,0.664,0.553,0.0,0.181,-8.316,0.415,87.009,4
3,LEFT RIGHT,LEFT RIGHT,Bktherula,2019-04-01,83157,65,0.793,0.745,0.793,0.278,4.45e-06,0.0919,-11.931,0.426,130.24,4
4,Tweakin' Together,Tweakin' Together,Bktherula,2020-04-27,126684,59,0.595,0.0573,0.595,0.407,5.31e-05,0.162,-11.978,0.193,144.938,4
6,CALLIN MY NAME (feat. Ciscero),GEMS IN THE CORNERSTORE,Elujay,2020-12-03,195945,25,0.687,0.126,0.687,0.54,0.0,0.111,-7.831,0.16,94.03,4
7,Feel It All Around,Life Of Leisure,Washed Out,2009-09-08,192080,0,0.362,0.000163,0.362,0.752,0.677,0.0678,-4.589,0.0547,172.241,4
10,I Got You (feat. Busta Rhymes),Pegasus,Trippie Redd,2020-10-30,185113,46,0.559,0.712,0.559,0.616,0.0,0.167,-8.479,0.251,83.737,4
11,Right Wit It - Remix,Right Wit It (Remix),Kalan.FrFr,2020-04-10,182400,42,0.835,0.503,0.835,0.545,0.0,0.0967,-4.656,0.0389,100.005,4
0,Bria's Interlude (feat. Omarion),So Far Gone,Drake,2009,139574,54,0.49,0.209,0.49,0.507,0.00104,0.119,-6.205,0.0849,147.037,3
1,Into You (feat. Ashanti),Street Dreams (Bonus Track),Fabolous,2003-02-01,274333,58,0.726,0.179,0.726,0.568,0.0,0.0488,-8.358,0.0298,91.906,4
2,Hun43rd,TESTING,A$AP Rocky,2018-05-25,242746,58,0.584,0.444,0.584,0.546,0.0,0.355,-9.321,0.0762,136.335,4
3,Demon Time,Dusk Till Dawn,Pari Blanco,2021-02-05,205074,1,0.76,0.288,0.76,0.468,0.00123,0.103,-14.647,0.0716,133.998,4
0,I'm On One,We The Best Forever,DJ Khaled,2011-01-01,296146,69,0.413,0.0536,0.413,0.807,0.0,0.631,-3.499,0.318,149.33,4
1,Drank in My Cup,Drank In My Cup,Kirko Bangz,2011-09-16,232160,65,0.451,0.0114,0.451,0.632,0.0,0.198,-7.98,0.297,132.89,4
2,100 (feat. Drake),The Documentary 2 + 2.5 (Collector's Edition),The Game,2016-01-22,334360,58,0.801,0.0136,0.801,0.521,0.0,0.179,-9.871,0.28,108.025,4
3,Leave You Alone,TM:103 Hustlerz Ambition (Deluxe),Jeezy,2011-01-01,329186,57,0.669,0.169,0.669,0.663,0.0,0.347,-7.759,0.045,94.523,4
4,In The Morning,Cole World: The Sideline Story,J. Cole,2011-09-27,234386,66,0.44,0.764,0.44,0.671,0.0,0.212,-10.598,0.477,83.078,4
5,EveryGirl In The World,We Are Young Money,Young Money,2009-01-01,313400,54,0.605,0.00291,0.605,0.744,0.0,0.319,-5.5,0.252,76.171,4
6,No New Friends - SFTB Remix,Suffering From Success,DJ Khaled,2013-01-01,308333,57,0.703,0.00589,0.703,0.681,0.0,0.449,-6.356,0.133,124.928,4
7,One of Those Nights (feat. The Weeknd),Stay Trippy (Deluxe),Juicy J,2013-12-06,256026,55,0.75,0.0315,0.75,0.589,1.95e-06,0.0959,-6.934,0.0348,130.029,4
8,Again,Fetty Wap (Deluxe),Fetty Wap,2015-09-25,312240,68,0.748,0.0062,0.748,0.733,0.0,0.329,-4.421,0.072,93.019,4
9,About the Money (feat. Young Thug),Paperwork (Deluxe Explicit),T.I.,2014-10-17,302573,52,0.817,0.0523,0.817,0.651,0.0,0.607,-7.701,0.262,102.058,4
10,All Gold Everything,Don't Be S.A.F.E.,Trinidad James,2013-01-01,187906,57,0.516,0.0258,0.516,0.755,0.0,0.329,-8.868,0.351,99.764,4
11,Chopped N Skrewed (feat. Ludacris),THR33 RINGZ,T-Pain,2008-11-11,261226,0,0.558,0.0181,0.558,0.604,0.0,0.503,-7.892,0.0529,120.159,4
0,You Know What,Seeing Sounds,N.E.R.D,2008-01-01,270680,50,0.802,0.0242,0.802,0.787,0.000469,0.111,-5.489,0.0399,120.012,4
1,"Gravity (feat. Tyler, The Creator)","Gravity (feat. Tyler, The Creator)",Brent Faiyaz,2021-01-29,214692,76,0.539,0.173,0.539,0.615,0.0056,0.144,-8.746,0.252,163.924,4
1,Trippple H,Thot Slayer 2,K Suave,2020-12-16,212244,57,0.713,0.221,0.713,0.775,0.0,0.268,-4.436,0.187,138.032,4
